iso_code,year,oil_co2_per_capita,oil_co2,share_global_oil_co2,cumulative_oil_co2,share_global_cumulative_oil_co2,co2_growth_abs,co2_per_capita,co2,share_global_co2,cumulative_co2,share_global_cumulative_co2,co2_growth_prct,population,AvgYearlyTemp,AvgTempUncertainty
CHL,2009,2.661,44.929,0.41,1063.091,0.23,-4.895,3.903,65.901,0.21,2012.647,0.15,-6.91,16886184.0,9.994416666666666,0.2819166666666666
CHN,2009,0.722,982.348,8.93,18089.677,3.9,389.701,5.794,7886.533,24.95,126767.667,9.69,5.2,1361169410.0,7.8095,0.1690833333333333
CMR,2009,0.282,5.581,0.05,127.003,0.03,1.168,0.333,6.594,0.02,138.35,0.01,21.53,19789922.0,25.40733333333333,0.4234166666666666
COG,2009,0.38,1.576,0.01,36.936,0.01,0.394,0.416,1.724,0.01,44.275,0.0,29.64,4145399.0,25.34925,0.401
COL,2009,0.798,35.735,0.32,1321.023,0.28,5.907,1.621,72.557,0.23,2454.982,0.19,8.86,44750054.0,25.618333333333336,0.2716666666666666
COM,2009,0.201,0.136,0.0,2.979,0.0,0.026,0.201,0.136,0.0,2.979,0.0,23.33,673251.0,26.59325,0.3573333333333333
CRI,2009,1.528,6.907,0.06,153.847,0.03,-0.242,1.714,7.748,0.02,169.031,0.01,-3.03,4520739.0,26.522916666666664,0.331
CUB,2009,2.233,25.069,0.23,1237.554,0.27,0.288,2.529,28.396,0.09,1317.429,0.1,1.02,11226711.0,26.022333333333325,0.2481666666666666
CUW,2009,38.82,5.643,0.05,504.622,0.11,0.128,38.82,5.643,0.02,504.622,0.04,2.32,145364.0,28.2525,0.3394999999999999
CYP,2009,6.996,7.682,0.07,183.954,0.04,-0.246,7.712,8.469,0.03,213.305,0.02,-2.82,1098089.0,20.15733333333333,0.2683333333333333
DEU,2009,3.487,282.105,2.56,16620.895,3.58,-64.632,9.769,790.295,2.5,84063.393,6.43,-7.56,80899961.0,9.359166666666663,0.2006666666666667
DJI,2009,0.553,0.458,0.0,14.095,0.0,-0.04,0.553,0.458,0.0,14.095,0.0,-8.09,827820.0,29.896750000000008,0.6299166666666666
DMA,2009,2.276,0.161,0.0,2.997,0.0,-0.004,2.276,0.161,0.0,2.997,0.0,-2.22,70848.0,26.9505,0.2708333333333333
DNK,2009,4.028,22.258,0.2,1636.747,0.35,-2.404,8.833,48.816,0.15,3671.396,0.28,-4.69,5526389.0,-16.78316666666667,0.6805833333333332
DOM,2009,1.596,15.287,0.14,432.274,0.09,-0.551,2.066,19.781,0.06,488.38,0.04,-2.71,9576736.0,26.423083333333327,0.3395833333333333
DZA,2009,1.27,44.891,0.41,1017.908,0.22,11.153,3.401,120.185,0.38,3009.766,0.23,10.23,35333882.0,24.154333333333337,0.3364166666666666
ECU,2009,1.894,27.975,0.25,676.521,0.15,2.93,2.2,32.503,0.1,780.614,0.06,9.91,14774412.0,22.67716666666667,0.325
EGY,2009,1.217,98.719,0.9,2512.234,0.54,8.406,2.504,203.17,0.64,3892.34,0.3,4.32,81134789.0,23.735000000000003,0.2798333333333333
ERI,2009,0.154,0.48,0.0,10.278,0.0,0.088,0.159,0.497,0.0,10.643,0.0,21.49,3119920.0,28.092583333333337,0.39825
ESP,2009,3.477,161.984,1.47,6020.384,1.3,-39.382,6.384,297.385,0.94,11960.752,0.91,-11.69,46583566.0,14.968083333333333,0.238
EST,2009,2.176,2.907,0.03,327.104,0.07,-3.386,10.844,14.489,0.05,1442.646,0.11,-18.94,1336140.0,6.061833333333333,0.2766666666666666
ETH,2009,0.067,5.693,0.05,115.16,0.02,0.036,0.076,6.453,0.02,125.462,0.01,0.56,85233923.0,24.27358333333333,0.39025
FIN,2009,4.534,24.222,0.22,1380.626,0.3,-2.68,10.471,55.937,0.18,2656.018,0.2,-4.57,5342266.0,2.43925,0.2489166666666666
FJI,2009,0.863,0.736,0.01,32.125,0.01,-0.101,0.912,0.778,0.0,35.721,0.0,-11.44,853636.0,25.22741666666667,0.3475833333333333
FRA,2009,3.477,217.444,1.98,12973.275,2.8,-19.361,5.894,368.631,1.17,35043.595,2.68,-4.99,62542883.0,13.941666666666665,0.2046666666666666
FRO,2009,12.031,0.575,0.01,23.274,0.01,-0.055,12.031,0.575,0.0,23.512,0.0,-8.72,47814.0,7.995916666666666,0.3563333333333334
GAB,2009,0.993,1.559,0.01,79.832,0.02,0.07,2.698,4.233,0.01,204.221,0.02,1.68,1568925.0,25.134666666666664,0.4363333333333333
GEO,2009,0.682,2.808,0.03,275.863,0.06,0.827,1.489,6.136,0.02,559.628,0.04,15.57,4119490.0,9.552083333333334,0.3273333333333333
GHA,2009,0.281,6.793,0.06,190.056,0.04,-1.428,0.31,7.498,0.02,211.13,0.02,-16.0,24170943.0,27.557583333333337,0.3121666666666666
GIN,2009,0.212,2.11,0.02,55.227,0.01,0.114,0.212,2.11,0.01,55.227,0.0,5.69,9964470.0,26.325666666666667,0.4148333333333332
GLP,2009,4.672,1.894,0.02,51.216,0.01,-0.06,5.868,2.379,0.01,56.391,0.0,-2.46,405444.0,27.164666666666665,0.2515833333333333
GMB,2009,0.217,0.377,0.0,8.478,0.0,0.015,0.219,0.381,0.0,8.508,0.0,4.0,1740277.0,27.959,0.3675833333333333
GNQ,2009,1.369,1.234,0.01,12.829,0.0,-0.711,5.998,5.408,0.02,65.021,0.0,-11.62,901589.0,25.832833333333337,0.3863333333333333
GRC,2009,4.577,50.163,0.46,1596.91,0.34,-6.77,9.522,104.355,0.33,3218.964,0.25,-6.09,10959268.0,15.956166666666666,0.2454166666666667
GRD,2009,2.39,0.253,0.0,5.199,0.0,0.0,2.39,0.253,0.0,5.199,0.0,0.0,105787.0,27.62675,0.2599166666666667
GRL,2009,10.452,0.593,0.01,24.604,0.01,-0.085,10.452,0.593,0.0,26.779,0.0,-12.51,56729.0,-17.316416666666672,0.6974166666666667
GTM,2009,0.704,10.08,0.09,243.03,0.05,0.549,0.799,11.442,0.04,274.924,0.02,5.04,14316251.0,23.939916666666665,0.2783333333333334
GUF,2009,3.366,0.766,0.01,19.692,0.0,0.184,3.366,0.766,0.0,19.692,0.0,31.69,227542.0,26.731250000000003,0.26625
GUY,2009,2.553,1.909,0.02,77.025,0.02,0.202,2.553,1.909,0.01,77.058,0.01,11.8,747718.0,27.101583333333338,0.4185833333333333
HKG,2009,1.28,8.863,0.08,570.102,0.12,-1.211,6.005,41.579,0.13,1160.434,0.09,-2.83,6924642.0,23.351166666666668,0.24275
HND,2009,0.862,7.028,0.06,138.174,0.03,-0.499,0.974,7.939,0.03,153.602,0.01,-5.91,8150780.0,25.51858333333333,0.3300833333333333
HRV,2009,2.875,12.483,0.11,550.575,0.12,-1.79,5.024,21.809,0.07,874.589,0.07,-7.59,4341261.0,12.875083333333334,0.2788333333333333
HTI,2009,0.181,1.77,0.02,41.319,0.01,0.128,0.193,1.888,0.01,45.807,0.0,7.25,9798046.0,27.145166666666665,0.32525
HUN,2009,1.724,17.171,0.16,1077.819,0.23,-5.777,5.168,51.471,0.16,4484.602,0.34,-10.09,9959439.0,11.381083333333336,0.2981666666666666
IDN,2009,0.76,181.26,1.65,4708.469,1.02,35.664,1.684,401.957,1.27,8374.215,0.64,9.74,238620554.0,26.455,0.1975
IND,2009,0.354,431.61,3.92,8051.623,1.74,150.002,1.324,1612.817,5.1,30019.88,2.3,10.25,1217726217.0,25.146666666666658,0.165
IRL,2009,4.762,21.401,0.19,760.671,0.16,-5.186,9.385,42.18,0.13,1803.93,0.14,-10.95,4494572.0,10.15725,0.2601666666666667
IRQ,2009,2.423,70.199,0.64,2024.68,0.44,11.166,3.554,102.969,0.33,2712.696,0.21,12.16,28973157.0,22.998083333333337,0.2511666666666666
ISL,2009,9.187,2.904,0.03,96.548,0.02,-0.084,11.794,3.728,0.01,113.48,0.01,-2.2,316057.0,2.464,0.34575
ISR,2009,3.774,27.136,0.25,1059.73,0.23,-4.119,8.882,63.861,0.2,1682.185,0.13,-6.06,7190037.0,20.831416666666662,0.29
ITA,2009,3.362,198.742,1.81,11729.655,2.53,-54.164,7.186,424.739,1.34,20690.941,1.58,-11.31,59105622.0,14.052916666666668,0.2430833333333334
JAM,2009,2.651,7.412,0.07,351.332,0.08,-2.846,2.838,7.934,0.03,365.351,0.03,-26.4,2795839.0,26.860166666666668,0.4636666666666666
JOR,2009,1.869,12.883,0.12,362.24,0.08,0.619,3.095,21.337,0.07,433.966,0.03,2.99,6893258.0,20.498500000000003,0.3865
JPN,2009,4.013,515.912,4.69,27456.746,5.92,-69.101,9.048,1163.213,3.68,52365.004,4.0,-5.61,128555196.0,12.933833333333332,0.2015833333333333
KAZ,2009,2.527,40.541,0.37,2298.8,0.5,-5.56,13.907,223.11,0.71,10851.255,0.83,-2.43,16043015.0,6.382083333333333,0.2464166666666666
KEN,2009,0.252,10.321,0.09,262.595,0.06,2.055,0.293,11.966,0.04,301.534,0.02,20.74,40901798.0,25.22808333333333,0.3018333333333333
KGZ,2009,0.585,3.122,0.03,275.342,0.06,-0.81,1.263,6.737,0.02,754.653,0.06,-10.74,5334708.0,4.349166666666666,0.4494999999999999
KHM,2009,0.297,4.18,0.04,53.714,0.01,0.676,0.323,4.557,0.01,54.958,0.0,17.41,14093605.0,27.25275,0.264
KIR,2009,0.544,0.055,0.0,1.433,0.0,-0.011,0.544,0.055,0.0,1.433,0.0,-16.67,100928.0,27.66616666666667,0.82075
KWT,2009,21.889,61.749,0.56,995.031,0.21,4.658,30.824,86.955,0.28,1876.207,0.14,5.66,2821041.0,26.453166666666664,0.2961666666666666
LBN,2009,3.702,17.818,0.16,411.543,0.09,3.54,4.354,20.958,0.07,465.296,0.04,20.32,4813026.0,18.85225,0.2631666666666666
LBR,2009,0.119,0.447,0.0,39.505,0.01,-0.06,0.126,0.474,0.0,40.892,0.0,-11.25,3754129.0,26.494,0.641
LBY,2009,5.398,33.112,0.3,900.942,0.19,-0.469,8.66,53.121,0.17,1536.815,0.12,-0.88,6133987.0,23.37983333333333,0.3913333333333333
LCA,2009,2.468,0.425,0.0,9.01,0.0,0.0,2.468,0.425,0.0,9.01,0.0,0.0,172223.0,27.495,0.2535
LIE,2009,4.138,0.148,0.0,3.243,0.0,-0.014,5.748,0.205,0.0,4.308,0.0,-6.44,35723.0,5.8935,0.3480833333333333
LKA,2009,0.596,11.996,0.11,266.845,0.06,0.957,0.643,12.945,0.04,293.358,0.02,7.99,20123508.0,27.74541666666667,0.32675
LSO,2009,0.254,0.506,0.0,7.672,0.0,0.092,1.114,2.217,0.01,36.746,0.0,4.31,1990135.0,14.257166666666665,0.3728333333333333
LTU,2009,2.176,6.893,0.06,940.385,0.2,-2.16,4.118,13.042,0.04,1407.141,0.11,-14.21,3167270.0,7.0960833333333335,0.22975
LUX,2009,14.531,7.215,0.07,221.315,0.05,-0.545,21.425,10.638,0.03,645.156,0.05,-4.88,496536.0,10.328083333333334,0.2168333333333333
LVA,2009,1.898,4.072,0.04,578.572,0.12,-0.742,3.476,7.456,0.02,867.883,0.07,-9.05,2144784.0,6.559333333333332,0.2645
MAR,2009,0.967,30.884,0.28,698.9,0.15,-0.509,1.593,50.86,0.16,1083.946,0.08,-0.99,31929087.0,19.010750000000005,0.418
MDG,2009,0.079,1.616,0.01,56.904,0.01,-0.074,0.083,1.706,0.01,60.89,0.0,-4.13,20569115.0,23.618666666666662,0.4998333333333333
MEX,2009,2.425,272.741,2.48,10472.282,2.26,-17.077,4.232,475.903,1.51,14987.09,1.15,-3.46,112463886.0,21.54608333333334,0.2059166666666666
MLI,2009,0.129,1.887,0.02,29.495,0.01,-0.07,0.129,1.887,0.01,29.801,0.0,-3.56,14581427.0,29.440916666666663,0.4035833333333333
MLT,2009,6.153,2.532,0.02,75.851,0.02,-0.215,6.154,2.533,0.01,82.274,0.01,-7.81,411559.0,19.57925,0.3880833333333334
MNE,2009,1.388,0.865,0.01,21.616,0.0,-0.923,2.7,1.682,0.01,78.609,0.01,-35.44,622933.0,11.462666666666664,0.3565833333333333
MNG,2009,0.87,2.327,0.02,74.891,0.02,1.057,4.89,13.074,0.04,336.509,0.03,8.8,2673794.0,0.5644999999999998,0.3394166666666666
MOZ,2009,0.086,1.964,0.02,62.966,0.01,0.259,0.106,2.439,0.01,113.364,0.01,11.88,22894718.0,24.081333333333333,0.3044166666666666
MRT,2009,0.578,1.96,0.02,44.481,0.01,0.187,0.578,1.96,0.01,44.917,0.0,10.54,3393408.0,28.43133333333333,0.5744166666666666
MSR,2009,8.99,0.044,0.0,1.172,0.0,-0.004,8.99,0.044,0.0,1.172,0.0,-7.69,4891.0,27.21675,0.2531666666666667
MTQ,2009,5.794,2.298,0.02,63.132,0.01,0.139,5.794,2.298,0.01,63.132,0.0,6.43,396561.0,26.9505,0.2708333333333333
MUS,2009,1.847,2.297,0.02,56.873,0.01,-0.059,2.981,3.708,0.01,69.726,0.01,-1.56,1243996.0,24.58483333333333,0.2748333333333333
MWI,2009,0.061,0.864,0.01,24.569,0.01,0.006,0.077,1.093,0.0,36.876,0.0,0.51,14128161.0,22.01483333333333,0.3721666666666667
MYS,2009,2.474,68.612,0.62,1763.723,0.38,-1.272,7.237,200.713,0.64,3380.04,0.26,-0.63,27735038.0,26.642,0.2160833333333333
MYT,2009,1.449,0.293,0.0,3.246,0.0,0.005,1.449,0.293,0.0,3.246,0.0,1.6,202494.0,27.238,0.3693333333333333
NAM,2009,1.278,2.66,0.02,34.002,0.01,-0.278,1.468,3.056,0.01,36.416,0.0,-8.35,2081039.0,20.976250000000004,0.8723333333333333
NCL,2009,8.619,2.155,0.02,66.608,0.01,0.085,11.727,2.933,0.01,98.97,0.01,2.97,250082.0,23.274166666666662,0.2664166666666667
NER,2009,0.042,0.667,0.01,18.083,0.0,0.16,0.061,0.961,0.0,26.799,0.0,19.89,15843131.0,28.850416666666664,0.4719166666666667
NGA,2009,0.177,27.253,0.25,1057.149,0.23,-19.887,0.485,74.885,0.24,2580.026,0.2,-20.98,154324939.0,27.902916666666663,0.37975
NIC,2009,0.737,4.236,0.04,116.314,0.03,0.08,0.774,4.445,0.01,121.86,0.01,1.82,5745538.0,26.781666666666663,0.3036666666666666
NIU,2009,2.259,0.004,0.0,0.198,0.0,-0.004,2.259,0.004,0.0,0.198,0.0,-50.0,1622.0,25.109,0.4266666666666667
NLD,2009,3.356,55.794,0.51,3315.284,0.71,-5.323,10.197,169.539,0.54,9960.659,0.76,-3.04,16626379.0,10.707166666666666,0.20725
NOR,2009,4.803,23.185,0.21,1147.027,0.25,-1.569,8.964,43.268,0.14,2144.416,0.16,-3.5,4826847.0,1.3854999999999995,0.3285833333333333
NPL,2009,0.11,2.968,0.03,41.964,0.01,0.778,0.154,4.129,0.01,60.721,0.0,23.2,26883531.0,16.077,0.3819166666666667
NZL,2009,4.189,18.111,0.16,636.43,0.14,-2.831,8.068,34.882,0.11,1497.077,0.11,-7.51,4323338.0,10.653583333333332,0.2300833333333333
OMN,2009,2.68,7.709,0.07,189.742,0.04,-1.456,14.135,40.654,0.13,598.189,0.05,-3.46,2876186.0,28.342500000000005,0.4173333333333333
PAK,2009,0.332,58.309,0.53,1382.774,0.3,-0.136,0.884,155.221,0.49,3075.316,0.24,-0.09,175525610.0,21.911416666666664,0.2199999999999999
PAN,2009,2.178,7.797,0.07,178.747,0.04,1.126,2.364,8.461,0.03,192.64,0.01,15.35,3579215.0,27.26975,0.3185833333333333
PER,2009,0.822,23.664,0.22,1092.59,0.24,10.507,1.782,51.318,0.16,1379.374,0.11,25.75,28792663.0,20.52308333333333,0.4019166666666666
PHL,2009,0.418,38.655,0.35,1677.423,0.36,-0.809,0.828,76.492,0.24,2145.62,0.16,-1.05,92414161.0,27.00875,0.21325
PLW,2009,10.818,0.198,0.0,8.182,0.0,-0.007,10.818,0.198,0.0,8.182,0.0,-3.57,18290.0,27.716916666666663,0.3069166666666666
PNG,2009,0.67,4.789,0.04,99.412,0.02,0.297,0.712,5.089,0.02,104.204,0.01,6.19,7144774.0,24.78316666666667,0.41475
POL,2009,1.771,67.906,0.62,2176.234,0.47,-13.614,8.261,316.84,1.0,24303.537,1.86,-4.12,38351924.0,8.652916666666666,0.2326666666666666
PRT,2009,3.039,32.221,0.29,1262.581,0.27,-2.899,5.396,57.224,0.18,2066.153,0.16,-4.82,10604066.0,15.983499999999998,0.2599166666666666
PRY,2009,0.691,4.258,0.04,99.899,0.02,0.254,0.735,4.532,0.01,105.979,0.01,5.93,6163970.0,24.188583333333337,0.3159166666666666
PYF,2009,3.011,0.799,0.01,20.097,0.0,0.004,3.011,0.799,0.0,20.097,0.0,0.46,265256.0,27.032083333333336,0.5047500000000001
QAT,2009,8.922,14.766,0.13,226.348,0.05,4.34,41.45,68.597,0.22,1070.166,0.08,6.75,1654944.0,28.1225,0.5660833333333334
ROU,2009,1.175,24.245,0.22,2477.359,0.53,-17.026,3.952,81.554,0.26,7643.429,0.58,-17.27,20637995.0,10.470666666666668,0.261
RWA,2009,0.054,0.527,0.0,18.063,0.0,0.03,0.057,0.558,0.0,18.768,0.0,5.77,9782770.0,20.022666666666662,0.5334166666666668
SAU,2009,12.244,326.067,2.96,5770.682,1.24,33.508,17.493,465.844,1.47,9384.626,0.72,7.75,26630303.0,26.827750000000005,0.2760833333333334
SDN,2009,0.413,13.946,0.13,241.265,0.05,0.555,0.42,14.189,0.04,247.121,0.02,4.07,33783779.0,28.347916666666663,0.349
SEN,2009,0.26,3.206,0.03,120.066,0.03,0.517,0.426,5.258,0.02,141.024,0.01,10.91,12335092.0,28.473749999999995,0.349
SGP,2009,15.377,76.372,0.69,1499.853,0.32,32.525,18.141,90.098,0.29,1633.734,0.12,56.49,4966614.0,27.473333333333333,0.2568333333333333
SLB,2009,0.619,0.319,0.0,6.954,0.0,0.011,0.619,0.319,0.0,6.954,0.0,3.57,515182.0,27.387833333333337,0.4798333333333333
SLE,2009,0.08,0.502,0.0,25.546,0.01,-0.004,0.08,0.502,0.0,26.41,0.0,-0.72,6272735.0,26.985000000000003,0.59525
SLV,2009,0.947,5.83,0.05,148.302,0.03,-0.092,1.025,6.312,0.02,161.65,0.01,-1.44,6157678.0,25.78758333333333,0.4376666666666667
SOM,2009,0.051,0.597,0.01,25.923,0.01,-0.004,0.051,0.597,0.0,26.027,0.0,-0.61,11717691.0,27.945083333333333,0.5155833333333334
SRB,2009,1.125,10.153,0.09,361.814,0.08,-5.883,5.086,45.895,0.15,2243.303,0.17,-11.36,9023354.0,11.41216666666667,0.2870833333333333
SUR,2009,3.754,1.964,0.02,85.254,0.02,0.059,3.812,1.994,0.01,87.729,0.01,3.06,523113.0,27.233083333333337,0.2808333333333333
SVK,2009,1.667,9.004,0.08,517.335,0.11,-3.738,6.968,37.635,0.12,3482.62,0.27,-9.04,5401149.0,9.001666666666667,0.2878333333333333
SVN,2009,3.722,7.571,0.07,300.285,0.06,-2.073,7.954,16.177,0.05,690.248,0.05,-11.36,2033807.0,11.237416666666666,0.2995
SWE,2009,3.723,34.673,0.32,2927.373,0.63,-3.635,5.074,47.252,0.15,4499.131,0.34,-7.14,9313085.0,3.5024166666666656,0.2599166666666667
SYC,2009,4.843,0.44,0.0,8.028,0.0,0.026,4.843,0.44,0.0,8.028,0.0,6.19,90788.0,27.74125,0.6593333333333333
TCD,2009,0.082,0.942,0.01,15.975,0.0,0.015,0.082,0.942,0.0,15.975,0.0,1.58,11560142.0,28.324250000000003,1.0794166666666667
TGO,2009,0.351,2.195,0.02,29.968,0.01,1.218,0.438,2.741,0.01,42.46,0.0,79.99,6250840.0,27.71033333333333,0.361
THA,2009,1.549,103.548,0.94,2543.985,0.55,15.4,3.623,242.274,0.77,4354.118,0.33,6.79,66866834.0,26.648083333333336,0.2500833333333334
TJK,2009,0.217,1.598,0.01,236.306,0.05,-0.452,0.332,2.444,0.01,427.499,0.03,-15.61,7364752.0,5.096916666666668,0.4019166666666667
TKM,2009,3.046,15.253,0.14,744.41,0.16,-6.497,10.018,50.17,0.16,1683.801,0.13,-11.47,5007953.0,16.355416666666667,0.3085833333333333
TON,2009,1.27,0.132,0.0,2.997,0.0,0.011,1.27,0.132,0.0,2.997,0.0,9.09,103897.0,23.136916666666664,0.3526666666666666
TUN,2009,1.098,11.553,0.11,377.541,0.08,-0.012,2.311,24.321,0.08,592.81,0.05,-0.05,10525691.0,21.0925,0.30825
TUR,2009,1.169,83.353,0.76,2605.818,0.56,6.038,4.422,315.36,1.0,6705.886,0.51,1.95,71321406.0,12.814833333333334,0.2396666666666666
TWN,2009,3.206,74.063,0.67,2586.912,0.56,-14.089,10.929,252.506,0.8,6005.737,0.46,-5.28,23104542.0,22.885166666666667,0.2145833333333333
UGA,2009,0.089,2.799,0.03,52.545,0.01,0.22,0.096,3.0,0.01,55.929,0.0,7.92,31411096.0,24.04716666666667,0.3856666666666666
UKR,2009,0.929,42.69,0.39,6275.949,1.35,-48.239,6.032,277.294,0.88,27748.956,2.12,-14.82,45970942.0,9.4285,0.2123333333333333
URY,2009,2.211,7.405,0.07,273.818,0.06,-0.255,2.372,7.947,0.03,296.106,0.02,-3.11,3349676.0,17.87133333333333,0.2839166666666666
UZB,2009,0.424,11.912,0.11,1637.685,0.35,-16.787,3.786,106.252,0.34,5106.542,0.39,-13.64,28065469.0,13.700333333333337,0.2594166666666667
WSM,2009,0.913,0.169,0.0,4.386,0.0,0.007,0.913,0.169,0.0,4.386,0.0,4.55,184553.0,26.728333333333328,0.3939999999999999
YEM,2009,1.0,22.515,0.2,436.327,0.09,2.226,1.077,24.251,0.08,450.896,0.03,10.11,22516464.0,27.34241666666667,0.5464999999999999
ZAF,2009,1.528,77.116,0.7,1805.299,0.39,7.617,9.95,502.259,1.59,16054.175,1.23,1.54,50477013.0,17.886,0.2506666666666666
ZMB,2009,0.166,2.195,0.02,77.042,0.02,0.387,0.222,2.94,0.01,189.829,0.01,15.17,13215142.0,21.670250000000006,0.4916666666666667
ZWE,2009,0.132,1.648,0.01,109.713,0.02,-2.244,0.437,5.476,0.02,664.257,0.05,-29.06,12526964.0,21.37725,0.4364166666666667
ABW,2010,24.651,2.506,0.02,65.193,0.01,-0.121,24.651,2.506,0.01,65.193,0.0,-4.6,101665.0,28.968333333333334,0.3395833333333333
AFG,2010,0.201,5.866,0.05,56.952,0.01,1.658,0.288,8.398,0.03,100.149,0.01,24.6,29185511.0,15.828666666666669,0.2900833333333334
AGO,2010,0.572,13.37,0.12,176.715,0.04,1.3,1.236,28.865,0.09,388.099,0.03,4.71,23356247.0,22.6815,0.6713333333333332
AIA,2010,11.181,0.15,0.0,2.023,0.0,0.004,11.181,0.15,0.0,2.023,0.0,2.5,13436.0,27.856,0.3486666666666667
ALB,2010,1.184,3.492,0.03,147.712,0.03,0.194,1.509,4.448,0.01,236.834,0.02,4.57,2948029.0,13.775416666666668,0.3264999999999999
AND,2010,6.117,0.517,0.0,10.292,0.0,0.0,6.117,0.517,0.0,10.292,0.0,0.0,84454.0,11.480833333333337,0.245
ARE,2010,6.194,52.956,0.47,767.096,0.16,15.122,21.125,180.622,0.54,2834.882,0.21,9.14,8549998.0,29.671333333333333,0.39425
ARG,2010,2.204,90.145,0.8,3843.179,0.81,7.784,4.566,186.733,0.56,6593.603,0.49,4.35,40895751.0,15.078833333333336,0.2189166666666666
ARM,2010,0.35,1.008,0.01,156.921,0.03,-0.111,1.478,4.253,0.01,328.026,0.02,-2.53,2877314.0,11.509500000000005,0.4324166666666666
AUS,2010,5.614,124.384,1.1,4369.284,0.92,3.212,18.26,404.533,1.21,14578.93,1.09,0.8,22154687.0,22.078166666666664,0.1814166666666666
AUT,2010,4.138,34.801,0.31,1543.175,0.32,4.71,8.561,72.0,0.22,4838.108,0.36,7.0,8409945.0,6.6490833333333335,0.2573333333333333
AZE,2010,0.963,8.695,0.08,1245.405,0.26,-1.224,3.391,30.633,0.09,2139.476,0.16,-3.84,9032465.0,13.962666666666664,0.3716666666666666
BDI,2010,0.032,0.278,0.0,7.715,0.0,0.128,0.034,0.297,0.0,8.177,0.0,76.09,8675606.0,21.06875,0.3721666666666666
BEL,2010,4.736,51.809,0.46,2930.948,0.62,6.832,10.471,114.544,0.34,11552.113,0.86,6.34,10938735.0,9.36175,0.2241666666666667
BEN,2010,0.482,4.437,0.04,49.951,0.01,0.455,0.509,4.679,0.01,53.285,0.0,10.77,9199254.0,28.325583333333334,0.2866666666666667
BFA,2010,0.116,1.81,0.02,29.689,0.01,0.207,0.13,2.036,0.01,30.574,0.0,11.34,15605211.0,29.288750000000007,0.2881666666666667
BGD,2010,0.074,10.841,0.1,287.024,0.06,4.843,0.366,53.992,0.16,816.943,0.06,9.85,147575433.0,25.94033333333333,0.2646666666666666
BGR,2010,1.482,11.004,0.1,1091.455,0.23,2.046,6.446,47.861,0.14,3377.131,0.25,4.47,7425011.0,11.766333333333334,0.2564166666666667
BHR,2010,3.316,4.114,0.04,178.828,0.04,0.977,23.432,29.075,0.09,610.557,0.05,3.48,1240864.0,28.069666666666667,0.3718333333333333
BHS,2010,5.347,1.898,0.02,141.584,0.03,-0.048,5.358,1.902,0.01,146.073,0.01,-2.44,354936.0,25.229166666666668,0.4368333333333332
BLR,2010,1.745,16.436,0.15,2773.105,0.58,1.73,6.664,62.775,0.19,4300.259,0.32,2.83,9420576.0,7.037250000000001,0.2242499999999999
BLZ,2010,1.636,0.528,0.0,13.414,0.0,0.022,1.67,0.539,0.0,13.425,0.0,4.26,322465.0,25.50233333333333,0.29375
BRA,2010,1.462,286.08,2.53,7975.223,1.68,50.494,2.25,440.269,1.32,11227.578,0.84,12.95,195713637.0,25.812416666666667,0.158
BRB,2010,4.714,1.33,0.01,37.646,0.01,-0.133,5.189,1.464,0.0,41.949,0.0,-8.34,282131.0,27.84466666666667,0.297
BTN,2010,0.454,0.311,0.0,3.823,0.0,0.096,0.678,0.465,0.0,7.303,0.0,25.89,685502.0,12.947250000000002,0.3580833333333333
BWA,2010,1.231,2.446,0.02,34.131,0.01,0.682,2.283,4.537,0.01,88.96,0.01,17.68,1987106.0,22.730166666666666,0.4426666666666667
CAF,2010,0.038,0.169,0.0,8.713,0.0,0.007,0.038,0.169,0.0,8.713,0.0,4.55,4386765.0,26.329833333333337,0.5508333333333333
CAN,2010,7.61,259.87,2.3,12195.553,2.57,12.194,16.364,558.804,1.68,27893.677,2.08,2.23,34147566.0,-1.8879166666666665,0.2185833333333333
CHE,2010,4.485,35.022,0.31,1768.533,0.37,1.515,5.769,45.049,0.14,2635.114,0.2,3.48,7808674.0,7.2265000000000015,0.2022499999999999
CHL,2010,2.547,43.461,0.38,1106.552,0.23,5.41,4.179,71.311,0.21,2083.958,0.16,8.21,17062531.0,9.71283333333333,0.34
CHN,2010,0.798,1092.572,9.66,19182.249,4.04,730.12,6.295,8616.653,25.84,135384.319,10.09,9.26,1368810604.0,7.548416666666665,0.1936666666666666
CMR,2010,0.279,5.683,0.05,132.686,0.03,0.068,0.328,6.662,0.02,145.012,0.01,1.03,20341236.0,25.46475,0.4445833333333334
COG,2010,0.406,1.737,0.02,38.672,0.01,0.238,0.459,1.962,0.01,46.236,0.0,13.78,4273738.0,25.559416666666674,0.51375
COL,2010,0.789,35.698,0.32,1356.722,0.29,3.722,1.687,76.278,0.23,2531.261,0.19,5.13,45222699.0,25.68766666666667,0.2830833333333333
COM,2010,0.234,0.161,0.0,3.14,0.0,0.026,0.234,0.161,0.0,3.14,0.0,18.92,689696.0,26.78683333333333,0.34325
CRI,2010,1.526,6.987,0.06,160.834,0.03,-0.255,1.637,7.493,0.02,176.523,0.01,-3.29,4577371.0,26.22675,0.3955833333333334
CUB,2010,2.774,31.136,0.28,1268.69,0.27,5.803,3.046,34.2,0.1,1351.629,0.1,20.44,11225833.0,25.62733333333334,0.3153333333333333
